song_id,album_id,singer,title,genre,like_num,comment_num,lyricists,composers,arrangers
32651098,10440381,전상근,사랑은 지날수록 더욱 선명하게 남아,발라드,80633,305,2006970,2006970,721526|861136|2006970
32871975,10478925,규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),발라드,127928,478,2867136,2867136,2867136
32224271,10359162,창모 (CHANGMO),빌었어,랩/힙합,163682,1004,774900,774900,774900
32021744,10324004,V.O.S,다시 만날까 봐,발라드,104250,223,645671,645671,645671
32271720,10367659,백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",발라드,79947,474,202528,202528,202528
31324607,10207131,임재현,사랑에 연습이 있었다면 (Prod. 2soo),발라드,237583,3101,12943,12943,12943
32399827,10377346,방탄소년단,Filter,랩/힙합,154062,4295,2855667|2855668|4079|717179|2855670|2084995|14993|447901|774375|609972,2855667|2855668|4079|717179|2855670|2084995|14993|447901|774375|609972,
31829536,10290621,먼데이 키즈,사랑이 식었다고 말해도 돼,발라드,135053,456,641751|237650,641751|237650,641751|723211|237650
32978341,10501191,환불원정대,DON'T TOUCH ME,댄스,153899,2336,778973|601912|2895623|164737|2635463|2740596,778973|601912,487740
32226962,10359789,다비치,나의 오랜 연인에게,발라드,93533,753,236815,4676,4676|753294
32282389,10369830,마크툽 (MAKTUB),마음이 말하는 행복 (Happiness) (Feat.이라온),"R&B/Soul, 인디음악",77648,290,566431|827439,566431|827439,566431|2190842|257459
32814383,10467129,"싹쓰리 (유두래곤, 린다G, 비룡)",그 여름을 틀어줘,댄스,91169,807,602123,602123,602123
32768945,10459197,"싹쓰리 (유두래곤, 린다G, 비룡)",여름 안에서 by 싹쓰리 (Feat. 황광희),댄스,101992,633,3614,3614,1907445
31666417,10260858,잔나비,주저하는 연인들을 위해,"인디음악, 록/메탈",448600,3666,772258,772258|772255|772257,772258|772255|772257|763974
32399835,10377346,방탄소년단,Moon,랩/힙합,160285,3905,606458|725991|725986|1203128|2139979|2139980|2735847|740021,606458|725991|725986|1203128|2139979|2139980|2735847|740021,
31788850,10283614,송하예,니 소식,발라드,209800,1470,747509,608046|747509,747509
32521396,10415229,어반자카파,그대 고운 내사랑,"발라드, 국내드라마",57104,87,6003,6003,2751673
32777869,10460544,백지영,거짓말이라도 해서 널 보고싶어,발라드,92868,183,944881,944881|2634982,944881|1229593
32998018,10505118,임창정,힘든 건 사랑이 아니다,발라드,117534,746,1142,1142|714723|2745776,714723|2745776|990746
32399828,10377346,방탄소년단,시차,랩/힙합,137300,3090,2855673|725991|906888|168642|2855672|2855674|725987,2855673|725991|906888|168642|2855672|2855674|725987,
32085144,10336518,장덕철,있어줘요,"발라드, 인디음악",91692,531,713986,713986,944881
31967064,10314289,거미 (GUMMY),기억해줘요 내 모든 날과 그때를,"발라드, 국내드라마",184411,438,445720|43739,2736295|763813,763813|2736295
32397381,10391899,임영웅,어느 60대 노부부이야기,성인가요/트로트,81277,1218,2935,2935,711132
32224383,10359196,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,발라드,86218,2410,563552,632611|510537,632611
32364000,10385896,Crush,둘만의 세상으로 가,"발라드, 국내드라마",60253,286,1024478,1024478|2751673|2622024,1024478|2751673|2642635|2642636
32616054,10434085,황인욱,취했나봐,발라드,58263,873,1865473,1865473|696941,696941|2736890
32091557,10337665,송하예,새 사랑,발라드,105085,1319,563552|580553,580553|875016|958643,580553|875016
32833393,10470992,i-dle (아이들),덤디덤디 (DUMDi DUMDi),댄스,130242,2189,1050107,1050107|778848,778848|1050107
32399837,10377346,방탄소년단,We are Bulletproof : the Eternal,랩/힙합,143307,2210,2855688|725991|2879424|2879425|2855690|747828|2855691|2855692|2855693|2139979|2139980|725988|725984|2855694|2855679,2855688|725991|2879424|2879425|2855690|747828|2855691|2855692|2855693|2139979|2139980|725988|725984|2855694|2855679,
31854689,10294820,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은",BAND,랩/힙합,142451,875,774900|827434|2112495|1024715,990815,990815
32646938,10439549,"식케이 (Sik-K), pH-1, 박재범, 김하온 (HAON)",깡 Official Remix,랩/힙합,71034,1767,786888|410161|786648|943511|443420|2112493,748732|410161|611542,748732|611542
31938460,10309213,태연 (TAEYEON),그대라는 시,"발라드, 국내드라마",252158,1464,445720|43739,773447,773447
32399833,10377346,방탄소년단,Inner Child,랩/힙합,140044,2560,725991|2751022|2639287|2639289|2855684|1957885|168642|725989|881236,725991|2751022|2639287|2639289|2855684|1957885|168642|725989|881236,
31688205,10265079,태연 (TAEYEON),사계 (Four Seasons),발라드,269811,2595,605098,875080|2084169|1255886|605098,605098|2403470
32457751,10402513,영탁,찐이야,성인가요/트로트,70649,4168,792171|714255,792171|714255,792171|714255|611111
8235260,2692501,폴킴,비,R&B/Soul,299713,797,752425,752425,915828
32631950,10436942,미도와 파라솔,"너에게 난, 나에게 넌","발라드, 국내드라마",82734,348,261071,261071,237968
32323639,10377241,김재환,어떤 날엔,"발라드, 국내드라마",65962,1171,608334,720541,720541
